No,Type,Region,"City,Town,Ward,Village code","City,Town,Ward,Village",Area,Nearest station_Name,Nearest station_Distance(minute),Transaction-price(total),Layout,Area(m^2),Transaction-price(Unit price m^2),Land shape,Year of construction,Building structure,Use,Purpose of Use,City Planning,Maximus Building Coverage Ratio(%),Maximus Floor-area Ratio(%),Transaction period,Renovation,Transactional factors
119,"Pre-owned Condominiums, etc.",,13101,Chiyoda Ward,Kandajimbocho,Kudanshita,3,110000000,Open Floor,150.0,0.73,,1985,SRC,Office,Office,Commercial Zone,80.0,700.0,3rd quarter 2019,Not yet,
120,"Pre-owned Condominiums, etc.",,13101,Chiyoda Ward,Kandajimbocho,Kudanshita,3,55000000,Open Floor,75.0,0.73,,1985,SRC,Office,Office,Commercial Zone,80.0,700.0,3rd quarter 2019,Not yet,
121,"Pre-owned Condominiums, etc.",,13101,Chiyoda Ward,Kandajimbocho,Kudanshita,3,13000000,1K,20.0,0.65,,1978,RC,,Other,Commercial Zone,80.0,500.0,1st quarter 2019,Not yet,
122,"Pre-owned Condominiums, etc.",,13101,Chiyoda Ward,Kandajimbocho,Kudanshita,3,17000000,1K,20.0,0.85,,1978,RC,House,House,Commercial Zone,80.0,500.0,1st quarter 2019,Done,
123,Residential Land(Land and Building),Commercial Area,13101,Chiyoda Ward,Kandajimbocho,Jinbocho,3,130000000,,35.0,3.71,Rectangular Shaped,,RC,"House, Office, Shop",Shop,Commercial Zone,80.0,700.0,4th quarter 2019,,
124,"Pre-owned Condominiums, etc.",,13101,Chiyoda Ward,Kandajimbocho,Jinbocho,3,33000000,1K,25.0,1.32,,2014,RC,House,House,Commercial Zone,80.0,500.0,4th quarter 2019,,
125,"Pre-owned Condominiums, etc.",,13101,Chiyoda Ward,Kandajimbocho,Jinbocho,3,37000000,1DK,25.0,1.48,,2007,SRC,House,House,Commercial Zone,80.0,500.0,3rd quarter 2019,Not yet,
126,"Pre-owned Condominiums, etc.",,13101,Chiyoda Ward,Kandajimbocho,Jinbocho,1,25000000,1K,25.0,1.0,,2000,SRC,House,House,Commercial Zone,80.0,600.0,3rd quarter 2019,,
127,"Pre-owned Condominiums, etc.",,13101,Chiyoda Ward,Kandajimbocho,Jinbocho,2,27000000,1K,20.0,1.35,,2004,SRC,House,House,Commercial Zone,80.0,600.0,3rd quarter 2019,,
128,"Pre-owned Condominiums, etc.",,13101,Chiyoda Ward,Kandajimbocho,Jinbocho,3,36000000,1K,25.0,1.44,,2014,RC,,House,Commercial Zone,80.0,500.0,3rd quarter 2019,Not yet,
129,"Pre-owned Condominiums, etc.",,13101,Chiyoda Ward,Kandajimbocho,Jinbocho,1,39000000,1K,25.0,1.56,,2005,RC,House,Other,Commercial Zone,80.0,600.0,2nd quarter 2019,Not yet,
130,Residential Land(Land and Building),Commercial Area,13101,Chiyoda Ward,Kandajimbocho,Jinbocho,1,2900000000,,170.0,17.06,Semi-rectangular Shaped,2016,S,Shop,Shop,Commercial Zone,80.0,700.0,1st quarter 2019,,
132,Residential Land(Land and Building),Commercial Area,13101,Chiyoda Ward,Kandajimbocho,Jinbocho,4,75000000,,50.0,1.5,Semi-rectangular Shaped,1969,S,"Office, Warehouse",House,Commercial Zone,80.0,500.0,1st quarter 2019,,
133,"Pre-owned Condominiums, etc.",,13101,Chiyoda Ward,Kandajimbocho,Jinbocho,1,88000000,1LDK+S,65.0,1.35,,2003,SRC,,House,Commercial Zone,80.0,600.0,1st quarter 2019,Done,
134,"Pre-owned Condominiums, etc.",,13101,Chiyoda Ward,Kandasudacho,Akihabara,2,27000000,1K,25.0,1.08,,2004,RC,,House,Commercial Zone,80.0,800.0,4th quarter 2019,,
135,"Pre-owned Condominiums, etc.",,13101,Chiyoda Ward,Kandasudacho,Akihabara,4,25000000,1K,20.0,1.25,,2012,RC,,House,Commercial Zone,80.0,800.0,3rd quarter 2019,Not yet,
136,"Pre-owned Condominiums, etc.",,13101,Chiyoda Ward,Kandasudacho,Akihabara,4,27000000,1K,20.0,1.35,,2012,RC,House,House,Commercial Zone,80.0,800.0,3rd quarter 2019,Not yet,
137,"Pre-owned Condominiums, etc.",,13101,Chiyoda Ward,Kandasudacho,Awajicho,1,100000000,3LDK,65.0,1.54,,2015,RC,,House,Commercial Zone,80.0,800.0,3rd quarter 2019,Not yet,
138,"Pre-owned Condominiums, etc.",,13101,Chiyoda Ward,Kandasudacho,Awajicho,1,80000000,2LDK,60.0,1.33,,2016,RC,House,House,Commercial Zone,80.0,600.0,3rd quarter 2019,Not yet,
139,"Pre-owned Condominiums, etc.",,13101,Chiyoda Ward,Kandasudacho,Awajicho,2,13000000,1K,20.0,0.65,,2002,RC,,Other,Commercial Zone,80.0,600.0,2nd quarter 2019,Not yet,
140,Residential Land(Land and Building),Commercial Area,13101,Chiyoda Ward,Kandasudacho,Iwamotocho,3,160000000,,40.0,4.0,Semi-rectangular Shaped,,,,Office,Commercial Zone,80.0,800.0,4th quarter 2019,,
141,"Pre-owned Condominiums, etc.",,13101,Chiyoda Ward,Kandasudacho,Iwamotocho,1,26000000,1DK,30.0,0.87,,2004,SRC,House,House,Commercial Zone,80.0,800.0,2nd quarter 2019,Not yet,
142,Residential Land(Land and Building),Commercial Area,13101,Chiyoda Ward,Kandasudacho,Ogawamachi (Tokyo),2,340000000,,135.0,2.52,Semi-trapezoidal Shaped,1982,SRC,"Office, Warehouse, Shop",Office,Commercial Zone,80.0,800.0,2nd quarter 2019,,
143,Residential Land(Land and Building),Commercial Area,13101,Chiyoda Ward,Kandasudacho,Kanda (Tokyo),3,600000000,,190.0,3.16,Rectangular Shaped,1977,RC,"Office, Warehouse, Shop",Other,Commercial Zone,80.0,800.0,3rd quarter 2019,,
144,Residential Land(Land and Building),Commercial Area,13101,Chiyoda Ward,Kandasudacho,Kanda (Tokyo),2,750000000,,170.0,4.41,Semi-trapezoidal Shaped,1990,SRC,"Office, Warehouse, Shop",Shop,Commercial Zone,80.0,800.0,2nd quarter 2019,,
145,Residential Land(Land and Building),Commercial Area,13101,Chiyoda Ward,Kandasudacho,Kanda (Tokyo),2,880000000,,190.0,4.63,Semi-trapezoidal Shaped,1983,SRC,"Office, Shop",Office,Commercial Zone,80.0,600.0,2nd quarter 2019,,
146,Residential Land(Land and Building),Commercial Area,13101,Chiyoda Ward,Kandasurugadai,Ochanomizu,2,200000000,,45.0,4.44,Rectangular Shaped,1960,RC,Office,Shop,Commercial Zone,80.0,500.0,4th quarter 2019,,
147,"Pre-owned Condominiums, etc.",,13101,Chiyoda Ward,Kandasurugadai,Ochanomizu,3,13000000,1R,15.0,0.87,,1977,SRC,,House,Commercial Zone,80.0,500.0,4th quarter 2019,,
148,"Pre-owned Condominiums, etc.",,13101,Chiyoda Ward,Kandasurugadai,Ochanomizu,8,140000000,3LDK,80.0,1.75,,2018,RC,House,House,Commercial Zone,80.0,500.0,4th quarter 2019,Not yet,
149,"Pre-owned Condominiums, etc.",,13101,Chiyoda Ward,Kandasurugadai,Ochanomizu,3,12000000,1K,15.0,0.8,,1977,SRC,House,Other,Commercial Zone,80.0,500.0,1st quarter 2019,Done,
150,Residential Land(Land and Building),Commercial Area,13101,Chiyoda Ward,Kandasurugadai,Shin-ochanomizu,2,340000000,,110.0,3.09,Rectangular Shaped,1998,RC,Office,Office,Commercial Zone,80.0,500.0,4th quarter 2019,,
151,"Pre-owned Condominiums, etc.",,13101,Chiyoda Ward,Kandatacho,Awajicho,2,69000000,2LDK,55.0,1.25,,2012,RC,House,House,Commercial Zone,80.0,700.0,2nd quarter 2019,Not yet,
152,"Pre-owned Condominiums, etc.",,13101,Chiyoda Ward,Kandatacho,Ogawamachi (Tokyo),2,25000000,1K,20.0,1.25,,2007,RC,House,House,Commercial Zone,80.0,600.0,2nd quarter 2019,Not yet,
153,"Pre-owned Condominiums, etc.",,13101,Chiyoda Ward,Kandatacho,Ogawamachi (Tokyo),2,28000000,1R,20.0,1.4,,2007,RC,,House,Commercial Zone,80.0,600.0,1st quarter 2019,Not yet,
154,Residential Land(Land and Building),Commercial Area,13101,Chiyoda Ward,Kandatacho,Kanda (Tokyo),2,36000000,,65.0,0.55,Semi-rectangular Shaped,,W,Shop,,Commercial Zone,80.0,600.0,3rd quarter 2019,,Dealings including private road
155,Residential Land(Land and Building),Commercial Area,13101,Chiyoda Ward,Kandatacho,Kanda (Tokyo),2,47000000,,65.0,0.72,Semi-rectangular Shaped,,W,Shop,Shop,Commercial Zone,80.0,600.0,3rd quarter 2019,,
156,"Pre-owned Condominiums, etc.",,13101,Chiyoda Ward,Kandatacho,Kanda (Tokyo),2,26000000,1K,30.0,0.87,,2005,SRC,House,House,Commercial Zone,80.0,700.0,3rd quarter 2019,Not yet,
157,"Pre-owned Condominiums, etc.",,13101,Chiyoda Ward,Kandatacho,Kanda (Tokyo),4,41000000,1LDK,40.0,1.02,,2007,RC,House,House,Commercial Zone,80.0,700.0,3rd quarter 2019,Not yet,
158,"Pre-owned Condominiums, etc.",,13101,Chiyoda Ward,Kandatacho,Kanda (Tokyo),3,26000000,1K,25.0,1.04,,2005,SRC,House,House,Commercial Zone,80.0,700.0,2nd quarter 2019,Not yet,
159,"Pre-owned Condominiums, etc.",,13101,Chiyoda Ward,Kandatacho,Kanda (Tokyo),2,24000000,1K,25.0,0.96,,2007,RC,House,House,Commercial Zone,80.0,700.0,2nd quarter 2019,Not yet,
160,"Pre-owned Condominiums, etc.",,13101,Chiyoda Ward,Kandatacho,Kanda (Tokyo),4,29000000,1K,20.0,1.45,,2007,RC,House,House,Commercial Zone,80.0,700.0,1st quarter 2019,Done,
161,"Pre-owned Condominiums, etc.",,13101,Chiyoda Ward,Kandatsukasamachi,Awajicho,4,28000000,1K,20.0,1.4,,2005,SRC,House,House,Commercial Zone,80.0,600.0,1st quarter 2019,Not yet,
162,"Pre-owned Condominiums, etc.",,13101,Chiyoda Ward,Kandatomiyamacho,Kanda (Tokyo),4,35000000,1DK,40.0,0.88,,2011,SRC,House,House,Commercial Zone,80.0,600.0,4th quarter 2019,Not yet,
163,"Pre-owned Condominiums, etc.",,13101,Chiyoda Ward,Kandatomiyamacho,Kanda (Tokyo),3,27000000,1K,25.0,1.08,,2012,RC,House,House,Commercial Zone,80.0,600.0,1st quarter 2019,Not yet,
164,"Pre-owned Condominiums, etc.",,13101,Chiyoda Ward,Kandanishikicho,Otemachi (Tokyo),6,29000000,1K,20.0,1.45,,2003,SRC,,House,Commercial Zone,80.0,600.0,1st quarter 2019,Not yet,
165,"Pre-owned Condominiums, etc.",,13101,Chiyoda Ward,Kandanishikicho,Ogawamachi (Tokyo),4,25000000,1K,20.0,1.25,,2003,SRC,House,,Commercial Zone,80.0,600.0,3rd quarter 2019,Not yet,
166,"Pre-owned Condominiums, etc.",,13101,Chiyoda Ward,Kandanishikicho,Ogawamachi (Tokyo),4,53000000,1LDK,55.0,0.96,,2002,SRC,House,House,Commercial Zone,80.0,600.0,3rd quarter 2019,Not yet,
167,"Pre-owned Condominiums, etc.",,13101,Chiyoda Ward,Kandanishikicho,Ogawamachi (Tokyo),4,25000000,1K,20.0,1.25,,2003,SRC,House,House,Commercial Zone,80.0,600.0,2nd quarter 2019,,
168,"Pre-owned Condominiums, etc.",,13101,Chiyoda Ward,Kandanishikicho,Jinbocho,4,47000000,,50.0,0.94,,2002,RC,House,House,Commercial Zone,80.0,600.0,4th quarter 2019,,
169,"Pre-owned Condominiums, etc.",,13101,Chiyoda Ward,Kandanishikicho,Jinbocho,5,47000000,2LDK,50.0,0.94,,2002,RC,House,House,Commercial Zone,80.0,600.0,1st quarter 2019,Not yet,
170,"Pre-owned Condominiums, etc.",,13101,Chiyoda Ward,Kandaneribeicho,Akihabara,2,72000000,2LDK,65.0,1.11,,2006,RC,House,House,Commercial Zone,80.0,600.0,4th quarter 2019,Not yet,
171,"Pre-owned Condominiums, etc.",,13101,Chiyoda Ward,Kandahigashimatsushitacho,Iwamotocho,2,23000000,1K,20.0,1.15,,2005,RC,House,House,Commercial Zone,80.0,600.0,1st quarter 2019,Not yet,
172,"Pre-owned Condominiums, etc.",,13101,Chiyoda Ward,Kandahigashimatsushitacho,Kanda (Tokyo),4,60000000,2LDK,60.0,1.0,,2002,RC,House,House,Commercial Zone,80.0,600.0,1st quarter 2019,Not yet,
173,"Pre-owned Condominiums, etc.",,13101,Chiyoda Ward,Kandahigashimatsushitacho,Kanda (Tokyo),4,61000000,1LDK,60.0,1.02,,2004,SRC,House,House,Commercial Zone,80.0,600.0,1st quarter 2019,Not yet,
174,Residential Land(Land and Building),Commercial Area,13101,Chiyoda Ward,Kandamisakicho,Suidobashi,2,330000000,,145.0,2.28,Rectangular Shaped,1971,RC,"House, Office, Warehouse",Office,Commercial Zone,80.0,600.0,4th quarter 2019,,
175,"Pre-owned Condominiums, etc.",,13101,Chiyoda Ward,Kandamisakicho,Suidobashi,5,40000000,1LDK,35.0,1.14,,2011,RC,,House,Commercial Zone,80.0,500.0,3rd quarter 2019,Not yet,
176,"Pre-owned Condominiums, etc.",,13101,Chiyoda Ward,Kandamisakicho,Suidobashi,3,39000000,1LDK,35.0,1.11,,2013,RC,House,House,Commercial Zone,80.0,500.0,2nd quarter 2019,Not yet,
177,Residential Land(Land and Building),Commercial Area,13101,Chiyoda Ward,Kandamisakicho,Suidobashi,4,140000000,,60.0,2.33,Semi-rectangular Shaped,1984,S,"Office, Shop",Office,Commercial Zone,80.0,600.0,1st quarter 2019,,
178,"Pre-owned Condominiums, etc.",,13101,Chiyoda Ward,Kandamitoshirocho,Ogawamachi (Tokyo),1,38000000,1K,25.0,1.52,,2017,RC,House,,Commercial Zone,80.0,600.0,3rd quarter 2019,Not yet,
179,Residential Land(Land and Building),Commercial Area,13101,Chiyoda Ward,Kioicho,Kojimachi,6,3800000000,,780.0,4.87,Rectangular Shaped,1996,RC,Other,,Category I Residential Zone,60.0,400.0,1st quarter 2019,,
180,Residential Land(Land and Building),Residential Area,13101,Chiyoda Ward,Kudankita,Ichigaya,5,100000000,,85.0,1.18,Rectangular Shaped,,W,House,Other,Commercial Zone,80.0,500.0,4th quarter 2019,,
181,"Pre-owned Condominiums, etc.",,13101,Chiyoda Ward,Kudankita,Kudanshita,2,30000000,1K,25.0,1.2,,2012,RC,House,Other,Commercial Zone,80.0,500.0,4th quarter 2019,Not yet,
182,"Pre-owned Condominiums, etc.",,13101,Chiyoda Ward,Kudankita,Kudanshita,2,34000000,1K,25.0,1.36,,2012,RC,House,House,Commercial Zone,80.0,500.0,4th quarter 2019,Not yet,
183,Residential Land(Land and Building),Commercial Area,13101,Chiyoda Ward,Kudankita,Kudanshita,6,400000000,,150.0,2.67,Rectangular Shaped,1988,RC,House,Office,Category I Residential Zone,60.0,400.0,3rd quarter 2019,,
184,"Pre-owned Condominiums, etc.",,13101,Chiyoda Ward,Kudankita,Kudanshita,1,21000000,1K,20.0,1.05,,2000,SRC,House,House,Commercial Zone,80.0,500.0,3rd quarter 2019,Not yet,
185,"Pre-owned Condominiums, etc.",,13101,Chiyoda Ward,Kudankita,Kudanshita,1,24000000,1K,20.0,1.2,,2000,SRC,House,Other,Commercial Zone,80.0,500.0,2nd quarter 2019,Not yet,
186,"Pre-owned Condominiums, etc.",,13101,Chiyoda Ward,Kudankita,Kudanshita,1,29000000,2DK,30.0,0.97,,1980,SRC,,House,Commercial Zone,80.0,500.0,2nd quarter 2019,,
187,"Pre-owned Condominiums, etc.",,13101,Chiyoda Ward,Kudankita,Kudanshita,1,21000000,1K,20.0,1.05,,2000,SRC,House,House,Commercial Zone,80.0,500.0,2nd quarter 2019,Not yet,
188,Residential Land(Land and Building),Commercial Area,13101,Chiyoda Ward,Kudamminami,Ichigaya,6,40000000,,50.0,0.8,Rectangular Shaped,1997,RC,Warehouse,Office,Commercial Zone,80.0,700.0,4th quarter 2019,,Dealings including private road
189,Residential Land(Land and Building),Commercial Area,13101,Chiyoda Ward,Kudamminami,Ichigaya,1,1100000000,,175.0,6.29,Rectangular Shaped,1978,SRC,"House, Office, Shop",Shop,Commercial Zone,80.0,700.0,4th quarter 2019,,
190,Residential Land(Land and Building),Commercial Area,13101,Chiyoda Ward,Kudamminami,Ichigaya,4,420000000,,165.0,2.55,Irregular Shaped,1987,RC,"House, Office",Office,Commercial Zone,80.0,500.0,3rd quarter 2019,,
191,"Pre-owned Condominiums, etc.",,13101,Chiyoda Ward,Kudamminami,Ichigaya,2,66000000,1LDK,40.0,1.65,,2013,RC,,House,Commercial Zone,80.0,500.0,3rd quarter 2019,Not yet,
192,"Pre-owned Condominiums, etc.",,13101,Chiyoda Ward,Kudamminami,Ichigaya,4,52000000,Open Floor,35.0,1.49,,2008,RC,Shop,,Commercial Zone,80.0,500.0,2nd quarter 2019,,
193,"Pre-owned Condominiums, etc.",,13101,Chiyoda Ward,Kudamminami,Ichigaya,2,90000000,2LDK,55.0,1.64,,2013,RC,House,Office,Commercial Zone,80.0,500.0,1st quarter 2019,Not yet,
194,"Pre-owned Condominiums, etc.",,13101,Chiyoda Ward,Kudamminami,Ichigaya,2,92000000,2LDK,60.0,1.53,,2013,RC,House,House,Commercial Zone,80.0,500.0,1st quarter 2019,Not yet,
195,"Pre-owned Condominiums, etc.",,13101,Chiyoda Ward,Kudamminami,Ichigaya,8,70000000,1LDK+S,55.0,1.27,,1998,SRC,House,House,Commercial Zone,80.0,700.0,1st quarter 2019,Done,
196,"Pre-owned Condominiums, etc.",,13101,Chiyoda Ward,Kudamminami,Kudanshita,8,75000000,1LDK,60.0,1.25,,2000,SRC,,House,Commercial Zone,80.0,500.0,1st quarter 2019,Done,
197,"Pre-owned Condominiums, etc.",,13101,Chiyoda Ward,Kojimachi,Kojimachi,0,76000000,1LDK,40.0,1.9,,2019,RC,House,House,Commercial Zone,80.0,800.0,3rd quarter 2019,Not yet,
198,"Pre-owned Condominiums, etc.",,13101,Chiyoda Ward,Kojimachi,Kojimachi,3,26000000,1K,20.0,1.3,,2002,RC,House,,Commercial Zone,80.0,700.0,2nd quarter 2019,Not yet,
199,"Pre-owned Condominiums, etc.",,13101,Chiyoda Ward,Kojimachi,Kojimachi,5,31000000,1K,25.0,1.24,,2012,RC,House,Shop,Category II Residential Zone,60.0,400.0,2nd quarter 2019,Not yet,
200,"Pre-owned Condominiums, etc.",,13101,Chiyoda Ward,Kojimachi,Hanzomon,2,41000000,1K,40.0,1.02,,2003,RC,House,House,Commercial Zone,80.0,400.0,4th quarter 2019,Not yet,
201,"Pre-owned Condominiums, etc.",,13101,Chiyoda Ward,Kojimachi,Hanzomon,2,40000000,1LDK,40.0,1.0,,2003,RC,House,House,Commercial Zone,80.0,400.0,4th quarter 2019,,
202,"Pre-owned Condominiums, etc.",,13101,Chiyoda Ward,Kojimachi,Hanzomon,2,33000000,1K,25.0,1.32,,2004,SRC,House,House,Commercial Zone,80.0,500.0,2nd quarter 2019,,
203,"Pre-owned Condominiums, etc.",,13101,Chiyoda Ward,Kojimachi,Hanzomon,2,25000000,1K,20.0,1.25,,2004,SRC,House,Other,Commercial Zone,80.0,500.0,1st quarter 2019,,
204,"Pre-owned Condominiums, etc.",,13101,Chiyoda Ward,Kojimachi,Yotsuya,2,64000000,1LDK,30.0,2.13,,2019,RC,House,House,Commercial Zone,80.0,800.0,4th quarter 2019,Not yet,
205,"Pre-owned Condominiums, etc.",,13101,Chiyoda Ward,Kojimachi,Yotsuya,2,120000000,1DK,50.0,2.4,,2017,RC,House,,Commercial Zone,80.0,800.0,3rd quarter 2019,Not yet,
206,Residential Land(Land and Building),Commercial Area,13101,Chiyoda Ward,Kojimachi,Yotsuya,4,5800000000,,640.0,9.06,Semi-rectangular Shaped,1999,S,"Office, Parking Lot",Office,Commercial Zone,80.0,800.0,2nd quarter 2019,,
207,Residential Land(Land and Building),Residential Area,13101,Chiyoda Ward,Gobancho,Ichigaya,4,310000000,,200.0,1.55,&quot;Flag-shaped&quot; etc.,1997,RC,"Housing Complex, Parking Lot",House,Category I Residential Zone,60.0,400.0,2nd quarter 2019,,
208,"Pre-owned Condominiums, etc.",,13101,Chiyoda Ward,Gobancho,Ichigaya,3,39000000,1LDK,30.0,1.3,,1971,SRC,House,House,Category I Residential Zone,60.0,400.0,1st quarter 2019,Not yet,
209,"Pre-owned Condominiums, etc.",,13101,Chiyoda Ward,Sambancho,Ichigaya,5,70000000,2LDK,80.0,0.88,,1969,SRC,House,House,Category I Residential Zone,60.0,400.0,4th quarter 2019,Done,
210,"Pre-owned Condominiums, etc.",,13101,Chiyoda Ward,Sambancho,Ichigaya,6,180000000,3LDK,130.0,1.38,,2001,RC,House,House,Category I Residential Zone,60.0,400.0,4th quarter 2019,Not yet,
211,"Pre-owned Condominiums, etc.",,13101,Chiyoda Ward,Sambancho,Ichigaya,5,48000000,1DK,30.0,1.6,,2012,RC,House,House,Category I Residential Zone,60.0,400.0,3rd quarter 2019,Not yet,
212,"Pre-owned Condominiums, etc.",,13101,Chiyoda Ward,Sambancho,Ichigaya,3,32000000,1K,25.0,1.28,,1985,RC,,House,Category I Residential Zone,80.0,500.0,2nd quarter 2019,Done,
213,"Pre-owned Condominiums, etc.",,13101,Chiyoda Ward,Sambancho,Ichigaya,6,24000000,1K,20.0,1.2,,2003,SRC,,House,Commercial Zone,80.0,500.0,1st quarter 2019,Not yet,
214,Residential Land(Land and Building),Residential Area,13101,Chiyoda Ward,Sambancho,Hanzomon,8,13000000000,,1700.0,7.65,Semi-rectangular Shaped,,,,House,Category II Residential Zone,80.0,500.0,4th quarter 2019,,
215,"Pre-owned Condominiums, etc.",,13101,Chiyoda Ward,Sambancho,Hanzomon,5,37000000,,30.0,1.23,,2005,RC,,House,Category II Residential Zone,60.0,400.0,4th quarter 2019,,
216,"Pre-owned Condominiums, etc.",,13101,Chiyoda Ward,Sambancho,Hanzomon,4,77000000,3LDK,115.0,0.67,,1971,SRC,House,House,Category II Residential Zone,80.0,500.0,3rd quarter 2019,Not yet,
217,"Pre-owned Condominiums, etc.",,13101,Chiyoda Ward,Sambancho,Hanzomon,4,200000000,2LDK,95.0,2.11,,2005,RC,House,House,Category I Residential Zone,60.0,400.0,3rd quarter 2019,Not yet,
218,"Pre-owned Condominiums, etc.",,13101,Chiyoda Ward,Sambancho,Hanzomon,6,89000000,2LDK,80.0,1.11,,2001,SRC,House,House,Category II Residential Zone,60.0,400.0,3rd quarter 2019,Not yet,
219,"Pre-owned Condominiums, etc.",,13101,Chiyoda Ward,Sambancho,Hanzomon,4,210000000,2LDK,100.0,2.1,,2014,RC,,House,Category II Residential Zone,60.0,400.0,2nd quarter 2019,Not yet,
220,"Pre-owned Condominiums, etc.",,13101,Chiyoda Ward,Sambancho,Hanzomon,3,110000000,1LDK,60.0,1.83,,2008,RC,,House,Category II Residential Zone,80.0,500.0,2nd quarter 2019,Not yet,
221,"Pre-owned Condominiums, etc.",,13101,Chiyoda Ward,Sambancho,Hanzomon,4,150000000,2LDK,75.0,2.0,,2005,RC,House,House,Category I Residential Zone,60.0,400.0,2nd quarter 2019,Not yet,
222,"Pre-owned Condominiums, etc.",,13101,Chiyoda Ward,Sambancho,Hanzomon,4,130000000,2LDK,65.0,2.0,,2014,RC,House,House,Category II Residential Zone,60.0,400.0,1st quarter 2019,Not yet,
223,"Pre-owned Condominiums, etc.",,13101,Chiyoda Ward,Sotokanda,Akihabara,2,54000000,1LDK,45.0,1.2,,2004,RC,House,House,Commercial Zone,80.0,800.0,4th quarter 2019,Not yet,
224,"Pre-owned Condominiums, etc.",,13101,Chiyoda Ward,Sotokanda,Akihabara,6,82000000,2LDK,50.0,1.64,,2019,RC,House,House,,,,4th quarter 2019,Not yet,
225,"Pre-owned Condominiums, etc.",,13101,Chiyoda Ward,Sotokanda,Akihabara,7,45000000,1LDK,40.0,1.12,,2013,RC,House,House,Commercial Zone,80.0,500.0,4th quarter 2019,Not yet,
226,"Pre-owned Condominiums, etc.",,13101,Chiyoda Ward,Sotokanda,Akihabara,2,84000000,2LDK,60.0,1.4,,2004,RC,House,House,Commercial Zone,80.0,800.0,3rd quarter 2019,Not yet,
227,"Pre-owned Condominiums, etc.",,13101,Chiyoda Ward,Sotokanda,Akihabara,2,130000000,3LDK,90.0,1.44,,2004,RC,,House,Commercial Zone,80.0,800.0,3rd quarter 2019,Not yet,
228,"Pre-owned Condominiums, etc.",,13101,Chiyoda Ward,Sotokanda,Akihabara,3,17000000,1K,20.0,0.85,,2003,SRC,House,House,Commercial Zone,80.0,600.0,2nd quarter 2019,Not yet,
229,Residential Land(Land and Building),Commercial Area,13101,Chiyoda Ward,Sotokanda,Akihabara,2,3100000000,,185.0,16.76,Semi-rectangular Shaped,1997,S,"Warehouse, Shop",,Commercial Zone,80.0,800.0,1st quarter 2019,,
230,"Pre-owned Condominiums, etc.",,13101,Chiyoda Ward,Sotokanda,Akihabara,2,130000000,3LDK,80.0,1.62,,2004,RC,House,House,Commercial Zone,80.0,800.0,1st quarter 2019,Not yet,
231,"Pre-owned Condominiums, etc.",,13101,Chiyoda Ward,Sotokanda,Ochanomizu,5,59000000,2LDK,50.0,1.18,,2006,SRC,House,House,Commercial Zone,80.0,500.0,3rd quarter 2019,Not yet,
232,"Pre-owned Condominiums, etc.",,13101,Chiyoda Ward,Sotokanda,Ochanomizu,4,29000000,1K,20.0,1.45,,2004,SRC,House,House,Commercial Zone,80.0,500.0,2nd quarter 2019,Not yet,
233,"Pre-owned Condominiums, etc.",,13101,Chiyoda Ward,Sotokanda,Shin-ochanomizu,6,77000000,2LDK,60.0,1.28,,2010,SRC,,House,Commercial Zone,80.0,500.0,2nd quarter 2019,Not yet,
234,Residential Land(Land and Building),Commercial Area,13101,Chiyoda Ward,Sotokanda,Suehirocho (Tokyo),4,1300000000,,105.0,12.38,Semi-rectangular Shaped,2018,S,Shop,Shop,Commercial Zone,80.0,600.0,4th quarter 2019,,
235,Residential Land(Land and Building),Commercial Area,13101,Chiyoda Ward,Sotokanda,Suehirocho (Tokyo),5,57000000,,35.0,1.63,Rectangular Shaped,,RC,"House, Shop",Other,Commercial Zone,80.0,500.0,4th quarter 2019,,Dealings of adjacent land
236,"Pre-owned Condominiums, etc.",,13101,Chiyoda Ward,Sotokanda,Suehirocho (Tokyo),2,23000000,1K,20.0,1.15,,2004,SRC,House,House,Commercial Zone,80.0,600.0,4th quarter 2019,Not yet,
238,"Pre-owned Condominiums, etc.",,13101,Chiyoda Ward,Sotokanda,Suehirocho (Tokyo),2,33000000,1K,30.0,1.1,,2005,RC,,Other,Commercial Zone,80.0,600.0,2nd quarter 2019,,
239,"Pre-owned Condominiums, etc.",,13101,Chiyoda Ward,Sotokanda,Suehirocho (Tokyo),3,21000000,1K,20.0,1.05,,2000,SRC,,House,Commercial Zone,80.0,600.0,2nd quarter 2019,Not yet,
240,Residential Land(Land and Building),Commercial Area,13101,Chiyoda Ward,Sotokanda,Suehirocho (Tokyo),2,200000000,,65.0,3.08,Irregular Shaped,1969,RC,"House, Office, Shop",,Commercial Zone,80.0,700.0,1st quarter 2019,,
241,Residential Land(Land and Building),Commercial Area,13101,Chiyoda Ward,Sotokanda,Suehirocho (Tokyo),2,160000000,,100.0,1.6,Rectangular Shaped,1980,S,Housing Complex,Other,Commercial Zone,80.0,600.0,1st quarter 2019,,
242,"Pre-owned Condominiums, etc.",,13101,Chiyoda Ward,Sotokanda,Suehirocho (Tokyo),2,35000000,1DK,30.0,1.17,,2005,RC,,House,Commercial Zone,80.0,600.0,1st quarter 2019,Not yet,
243,"Pre-owned Condominiums, etc.",,13101,Chiyoda Ward,Sotokanda,Yushima,2,21000000,1K,20.0,1.05,,2005,RC,,House,Commercial Zone,80.0,600.0,3rd quarter 2019,Not yet,
