No,Type,Region,"City,Town,Ward,Village code","City,Town,Ward,Village",Area,Nearest station_Name,Nearest station_Distance(minute),Transaction-price(total),Layout,Area(m^2),Transaction-price(Unit price m^2),Land shape,Year of construction,Building structure,Use,Purpose of Use,City Planning,Maximus Building Coverage Ratio(%),Maximus Floor-area Ratio(%),Transaction period,Renovation,Transactional factors
15184,"Pre-owned Condominiums, etc.",,13116,Toshima Ward,Ikebukuro,Kanamecho,1,55000000,,60.0,0.92,,2008,RC,,,Commercial Zone,80.0,600.0,3rd quarter 2018,Done,
15185,"Pre-owned Condominiums, etc.",,13116,Toshima Ward,Ikebukuro,Kanamecho,8,11000000,,15.0,0.73,,,,,,,,,3rd quarter 2018,,
15186,Residential Land(Land and Building),Residential Area,13116,Toshima Ward,Ikebukuro,Kanamecho,10,190000000,,280.0,0.68,Semi-shaped,1969,RC,"Housing Complex, Warehouse",,Category I Residential Zone,80.0,400.0,2nd quarter 2018,,Dealings including private road
15188,"Pre-owned Condominiums, etc.",,13116,Toshima Ward,Ikebukuro,Kanamecho,0,26000000,1DK,30.0,0.87,,2001,SRC,,House,Commercial Zone,80.0,600.0,1st quarter 2018,Not yet,
15189,"Pre-owned Condominiums, etc.",,13116,Toshima Ward,Ikebukuro,Kanamecho,1,41000000,2LDK,60.0,0.68,,2008,RC,House,Other,Commercial Zone,80.0,600.0,1st quarter 2018,Not yet,
15190,Residential Land(Land and Building),Residential Area,13116,Toshima Ward,Ikebukurohoncho,Ikebukuro,14,48000000,,60.0,0.8,Semi-rectangular Shaped,,,House,House,Category I Exclusively Medium-high Residential Zone,60.0,300.0,2nd quarter 2018,,Dealings including private road
15191,"Pre-owned Condominiums, etc.",,13116,Toshima Ward,Ikebukurohoncho,Ikebukuro,15,23000000,1K,20.0,1.15,,2010,RC,,House,Commercial Zone,80.0,500.0,1st quarter 2018,,
15192,"Pre-owned Condominiums, etc.",,13116,Toshima Ward,Ikebukurohoncho,Ikebukuro,15,23000000,1K,20.0,1.15,,2010,RC,House,House,Commercial Zone,80.0,500.0,1st quarter 2018,,
15193,"Pre-owned Condominiums, etc.",,13116,Toshima Ward,Ikebukurohoncho,Itabashi,2,57000000,2LDK,55.0,1.04,,2011,RC,House,House,Category I Residential Zone,80.0,300.0,3rd quarter 2018,Not yet,
15194,"Pre-owned Condominiums, etc.",,13116,Toshima Ward,Ikebukurohoncho,Itabashi,2,73000000,3LDK,70.0,1.04,,2011,RC,House,,Category I Residential Zone,80.0,300.0,3rd quarter 2018,Not yet,
15195,"Pre-owned Condominiums, etc.",,13116,Toshima Ward,Ikebukurohoncho,Itabashi,2,55000000,2LDK,55.0,1.0,,2011,RC,House,House,Category I Residential Zone,80.0,300.0,2nd quarter 2018,Not yet,
15196,Residential Land(Land and Building),Residential Area,13116,Toshima Ward,Ikebukurohoncho,Kitaikebukuro,9,21000000,,30.0,0.7,Semi-rectangular Shaped,1963,W,House,House,Category I Residential Zone,60.0,300.0,4th quarter 2018,,
15198,"Pre-owned Condominiums, etc.",,13116,Toshima Ward,Ikebukurohoncho,Kitaikebukuro,2,11000000,1K,15.0,0.73,,1994,RC,House,House,Neighborhood Commercial Zone,80.0,300.0,4th quarter 2018,Not yet,
15199,"Pre-owned Condominiums, etc.",,13116,Toshima Ward,Ikebukurohoncho,Kitaikebukuro,4,9000000,1K,20.0,0.45,,1996,RC,House,Other,Category I Exclusively Medium-high Residential Zone,60.0,300.0,4th quarter 2018,,
15200,"Pre-owned Condominiums, etc.",,13116,Toshima Ward,Ikebukurohoncho,Kitaikebukuro,7,29000000,1K,25.0,1.16,,2018,RC,House,House,Neighborhood Commercial Zone,80.0,300.0,4th quarter 2018,Not yet,
15201,"Pre-owned Condominiums, etc.",,13116,Toshima Ward,Ikebukurohoncho,Kitaikebukuro,9,21000000,1K,20.0,1.05,,2007,RC,House,House,Commercial Zone,80.0,500.0,4th quarter 2018,Not yet,
15202,"Pre-owned Condominiums, etc.",,13116,Toshima Ward,Ikebukurohoncho,Kitaikebukuro,10,18000000,1K,20.0,0.9,,2007,RC,House,House,Commercial Zone,80.0,500.0,4th quarter 2018,Not yet,
15204,Residential Land(Land and Building),Residential Area,13116,Toshima Ward,Ikebukurohoncho,Kitaikebukuro,4,17000000,,90.0,0.19,Irregular Shaped,1969,W,Housing Complex,Other,Category I Exclusively Medium-high Residential Zone,60.0,300.0,3rd quarter 2018,,
15205,Residential Land(Land and Building),Residential Area,13116,Toshima Ward,Ikebukurohoncho,Kitaikebukuro,4,130000000,,125.0,1.04,Semi-rectangular Shaped,2018,W,Housing Complex,,Category I Residential Zone,60.0,300.0,3rd quarter 2018,,Dealings including private road
15206,"Pre-owned Condominiums, etc.",,13116,Toshima Ward,Ikebukurohoncho,Kitaikebukuro,5,17000000,1K,20.0,0.85,,2007,RC,House,House,Category I Exclusively Medium-high Residential Zone,60.0,300.0,3rd quarter 2018,Not yet,
15207,"Pre-owned Condominiums, etc.",,13116,Toshima Ward,Ikebukurohoncho,Kitaikebukuro,10,12000000,1K,20.0,0.6,,1990,SRC,,House,Commercial Zone,80.0,500.0,3rd quarter 2018,,
15208,"Pre-owned Condominiums, etc.",,13116,Toshima Ward,Ikebukurohoncho,Kitaikebukuro,7,31000000,1K,25.0,1.24,,2018,RC,House,House,Neighborhood Commercial Zone,80.0,300.0,3rd quarter 2018,,
15209,"Pre-owned Condominiums, etc.",,13116,Toshima Ward,Ikebukurohoncho,Kitaikebukuro,7,31000000,1K,25.0,1.24,,2018,RC,House,House,Neighborhood Commercial Zone,80.0,300.0,3rd quarter 2018,,
15210,"Pre-owned Condominiums, etc.",,13116,Toshima Ward,Ikebukurohoncho,Kitaikebukuro,9,22000000,1K,20.0,1.1,,2007,RC,,,Commercial Zone,80.0,500.0,3rd quarter 2018,Not yet,
15211,"Pre-owned Condominiums, etc.",,13116,Toshima Ward,Ikebukurohoncho,Kitaikebukuro,9,22000000,1K,20.0,1.1,,2007,RC,,House,Commercial Zone,80.0,500.0,3rd quarter 2018,,
15212,"Pre-owned Condominiums, etc.",,13116,Toshima Ward,Ikebukurohoncho,Kitaikebukuro,4,19000000,1K,20.0,0.95,,1996,RC,,,Category I Exclusively Medium-high Residential Zone,60.0,300.0,3rd quarter 2018,Not yet,
15213,Residential Land(Land and Building),Residential Area,13116,Toshima Ward,Ikebukurohoncho,Kitaikebukuro,5,110000000,,135.0,0.81,Semi-square Shaped,1980,W,House,House,Category I Exclusively Medium-high Residential Zone,60.0,300.0,2nd quarter 2018,,
15215,"Pre-owned Condominiums, etc.",,13116,Toshima Ward,Ikebukurohoncho,Kitaikebukuro,9,30000000,2LDK,50.0,0.6,,1995,RC,,House,Category I Exclusively Medium-high Residential Zone,60.0,300.0,2nd quarter 2018,Not yet,
15216,"Pre-owned Condominiums, etc.",,13116,Toshima Ward,Ikebukurohoncho,Kitaikebukuro,5,3000000,1K,20.0,0.15,,2007,RC,,House,Category I Exclusively Medium-high Residential Zone,60.0,300.0,2nd quarter 2018,Done,
15217,"Pre-owned Condominiums, etc.",,13116,Toshima Ward,Ikebukurohoncho,Kitaikebukuro,4,15000000,1K,20.0,0.75,,1996,RC,House,House,Category I Exclusively Medium-high Residential Zone,60.0,300.0,2nd quarter 2018,,
15218,"Pre-owned Condominiums, etc.",,13116,Toshima Ward,Ikebukurohoncho,Kitaikebukuro,7,32000000,1K,25.0,1.28,,2018,RC,,House,Neighborhood Commercial Zone,80.0,300.0,2nd quarter 2018,,
15219,"Pre-owned Condominiums, etc.",,13116,Toshima Ward,Ikebukurohoncho,Kitaikebukuro,3,11000000,1K,15.0,0.73,,1990,RC,House,House,Category I Exclusively Medium-high Residential Zone,60.0,300.0,2nd quarter 2018,Done,
15220,"Pre-owned Condominiums, etc.",,13116,Toshima Ward,Ikebukurohoncho,Kitaikebukuro,7,32000000,,25.0,1.28,,2018,RC,,Other,Neighborhood Commercial Zone,80.0,300.0,2nd quarter 2018,,
15221,"Pre-owned Condominiums, etc.",,13116,Toshima Ward,Ikebukurohoncho,Kitaikebukuro,9,18000000,1K,20.0,0.9,,2007,RC,House,Other,Commercial Zone,80.0,500.0,2nd quarter 2018,,
15222,"Pre-owned Condominiums, etc.",,13116,Toshima Ward,Ikebukurohoncho,Kitaikebukuro,10,12000000,1K,15.0,0.8,,1990,SRC,House,Office,Commercial Zone,80.0,500.0,1st quarter 2018,Not yet,
15223,"Pre-owned Condominiums, etc.",,13116,Toshima Ward,Ikebukurohoncho,Kitaikebukuro,11,37000000,2LDK,60.0,0.62,,2005,RC,,House,Quasi-industrial Zone,60.0,300.0,1st quarter 2018,Not yet,
15224,"Pre-owned Condominiums, etc.",,13116,Toshima Ward,Ikebukurohoncho,Kitaikebukuro,8,32000000,2LDK,45.0,0.71,,2011,RC,House,House,Category I Residential Zone,60.0,300.0,1st quarter 2018,Not yet,
15225,"Pre-owned Condominiums, etc.",,13116,Toshima Ward,Ikebukurohoncho,Kitaikebukuro,9,18000000,1K,20.0,0.9,,2007,RC,House,House,Commercial Zone,80.0,500.0,1st quarter 2018,Not yet,
15226,Residential Land(Land and Building),Commercial Area,13116,Toshima Ward,Ikebukurohoncho,Shimoitabashi,1,70000000,,85.0,0.82,Semi-rectangular Shaped,1979,RC,Housing Complex,House,Neighborhood Commercial Zone,80.0,400.0,4th quarter 2018,,
15227,Residential Land(Land and Building),Residential Area,13116,Toshima Ward,Ikebukurohoncho,Shimoitabashi,4,40000000,,60.0,0.67,Semi-rectangular Shaped,1996,W,House,House,Category I Exclusively Medium-high Residential Zone,60.0,300.0,4th quarter 2018,,
15229,"Pre-owned Condominiums, etc.",,13116,Toshima Ward,Ikebukurohoncho,Shimoitabashi,7,55000000,3LDK,65.0,0.85,,1997,SRC,House,House,Quasi-industrial Zone,60.0,300.0,4th quarter 2018,,
15230,"Pre-owned Condominiums, etc.",,13116,Toshima Ward,Ikebukurohoncho,Shimoitabashi,8,9200000,,15.0,0.61,,1991,RC,House,House,Quasi-industrial Zone,60.0,300.0,4th quarter 2018,,
15231,"Pre-owned Condominiums, etc.",,13116,Toshima Ward,Ikebukurohoncho,Shimoitabashi,7,41000000,3LDK,75.0,0.55,,1997,SRC,,House,Quasi-industrial Zone,60.0,300.0,3rd quarter 2018,Not yet,
15232,"Pre-owned Condominiums, etc.",,13116,Toshima Ward,Ikebukurohoncho,Shimoitabashi,3,49000000,3LDK,80.0,0.61,,1997,SRC,,House,Quasi-industrial Zone,60.0,300.0,3rd quarter 2018,Not yet,
15233,"Pre-owned Condominiums, etc.",,13116,Toshima Ward,Ikebukurohoncho,Shimoitabashi,7,52000000,3LDK,65.0,0.8,,1997,SRC,,House,Quasi-industrial Zone,60.0,300.0,3rd quarter 2018,,
15234,"Pre-owned Condominiums, etc.",,13116,Toshima Ward,Ikebukurohoncho,Shimoitabashi,3,47000000,3LDK,70.0,0.67,,1997,SRC,House,House,Quasi-industrial Zone,60.0,300.0,3rd quarter 2018,Not yet,
15235,"Pre-owned Condominiums, etc.",,13116,Toshima Ward,Ikebukurohoncho,Shimoitabashi,7,40000000,3LDK,65.0,0.62,,1997,SRC,House,House,Quasi-industrial Zone,60.0,300.0,3rd quarter 2018,,
15236,Residential Land(Land and Building),Residential Area,13116,Toshima Ward,Ikebukurohoncho,Shimoitabashi,2,55000000,,85.0,0.65,Semi-rectangular Shaped,1979,RC,Housing Complex,Other,Neighborhood Commercial Zone,80.0,400.0,2nd quarter 2018,,Dealings including private road
15237,Residential Land(Land and Building),Residential Area,13116,Toshima Ward,Ikebukurohoncho,Shimoitabashi,7,22000000,,55.0,0.4,Semi-trapezoidal Shaped,1969,W,Housing Complex,House,Neighborhood Commercial Zone,80.0,300.0,2nd quarter 2018,,
15238,"Pre-owned Condominiums, etc.",,13116,Toshima Ward,Ikebukurohoncho,Shimoitabashi,7,42000000,2LDK,55.0,0.76,,1997,SRC,House,House,Quasi-industrial Zone,60.0,300.0,2nd quarter 2018,Done,
15240,Residential Land(Land and Building),Residential Area,13116,Toshima Ward,Ikebukurohoncho,Shimoitabashi,2,530000000,,500.0,1.06,Semi-rectangular Shaped,1987,RC,Housing Complex,House,Quasi-industrial Zone,60.0,300.0,1st quarter 2018,,
15242,"Pre-owned Condominiums, etc.",,13116,Toshima Ward,Ikebukurohoncho,Shimoitabashi,4,30000000,2LDK,65.0,0.46,,1974,SRC,,House,Quasi-industrial Zone,60.0,300.0,1st quarter 2018,Done,
15243,"Pre-owned Condominiums, etc.",,13116,Toshima Ward,Ikebukurohoncho,Shimoitabashi,3,46000000,3LDK,70.0,0.66,,1997,SRC,,House,Quasi-industrial Zone,60.0,300.0,1st quarter 2018,Not yet,
15244,"Pre-owned Condominiums, etc.",,13116,Toshima Ward,Ikebukurohoncho,Shimoitabashi,2,19000000,1K,20.0,0.95,,2012,RC,,House,Quasi-industrial Zone,60.0,300.0,1st quarter 2018,Not yet,
15245,Residential Land(Land and Building),Residential Area,13116,Toshima Ward,Kanamecho,Kanamecho,3,28000000,,45.0,0.62,Irregular Shaped,1977,W,House,Other,Category I Exclusively Medium-high Residential Zone,60.0,200.0,4th quarter 2018,,Dealings of adjacent land
15246,"Pre-owned Condominiums, etc.",,13116,Toshima Ward,Kanamecho,Kanamecho,1,23000000,1K,20.0,1.15,,2010,RC,,House,Category I Residential Zone,60.0,300.0,4th quarter 2018,Not yet,
15247,Residential Land(Land and Building),Residential Area,13116,Toshima Ward,Kanamecho,Kanamecho,4,60000000,,75.0,0.8,&quot;Flag-shaped&quot; etc.,2018,W,House,House,Neighborhood Commercial Zone,80.0,400.0,3rd quarter 2018,,
15251,Residential Land(Land and Building),Residential Area,13116,Toshima Ward,Kanamecho,Kanamecho,5,49000000,,45.0,1.09,Semi-rectangular Shaped,2018,W,House,House,Category I Exclusively Medium-high Residential Zone,60.0,200.0,2nd quarter 2018,,
15254,Residential Land(Land and Building),Residential Area,13116,Toshima Ward,Kanamecho,Kanamecho,8,70000000,,115.0,0.61,Semi-rectangular Shaped,1967,W,House,Other,Category I Exclusively Medium-high Residential Zone,60.0,200.0,1st quarter 2018,,
15256,Residential Land(Land and Building),Residential Area,13116,Toshima Ward,Kanamecho,Senkawa,6,120000000,,90.0,1.33,Semi-rectangular Shaped,2018,W,House,House,Category I Exclusively Low-story Residential Zone,60.0,150.0,4th quarter 2018,,
15257,Residential Land(Land and Building),Residential Area,13116,Toshima Ward,Kanamecho,Senkawa,4,79000000,,80.0,0.99,Semi-rectangular Shaped,1993,RC,House,,Category I Exclusively Low-story Residential Zone,60.0,150.0,4th quarter 2018,,
15258,"Pre-owned Condominiums, etc.",,13116,Toshima Ward,Kanamecho,Senkawa,1,17000000,1LDK+S,35.0,0.49,,1971,SRC,House,House,Neighborhood Commercial Zone,80.0,400.0,4th quarter 2018,Not yet,
15259,Residential Land(Land and Building),Residential Area,13116,Toshima Ward,Kanamecho,Senkawa,6,100000000,,90.0,1.11,Rectangular Shaped,2018,W,House,House,Category I Exclusively Low-story Residential Zone,60.0,150.0,3rd quarter 2018,,
15260,Residential Land(Land and Building),Residential Area,13116,Toshima Ward,Kanamecho,Senkawa,5,120000000,,85.0,1.41,Rectangular Shaped,2018,W,House,,Category I Exclusively Low-story Residential Zone,60.0,150.0,2nd quarter 2018,,
15261,"Pre-owned Condominiums, etc.",,13116,Toshima Ward,Kanamecho,Senkawa,2,22000000,1K,20.0,1.1,,1997,RC,House,House,Neighborhood Commercial Zone,80.0,400.0,2nd quarter 2018,Not yet,
15262,"Pre-owned Condominiums, etc.",,13116,Toshima Ward,Kamiikebukuro,Ikebukuro,11,15000000,1K,20.0,0.75,,2003,SRC,House,House,Commercial Zone,80.0,500.0,4th quarter 2018,Not yet,
15263,"Pre-owned Condominiums, etc.",,13116,Toshima Ward,Kamiikebukuro,Ikebukuro,11,16000000,1K,20.0,0.8,,2003,SRC,,House,Commercial Zone,80.0,500.0,4th quarter 2018,Not yet,
15264,"Pre-owned Condominiums, etc.",,13116,Toshima Ward,Kamiikebukuro,Ikebukuro,11,17000000,1K,20.0,0.85,,2003,SRC,House,House,Commercial Zone,80.0,500.0,4th quarter 2018,Not yet,
15265,"Pre-owned Condominiums, etc.",,13116,Toshima Ward,Kamiikebukuro,Ikebukuro,12,20000000,1K,20.0,1.0,,2000,RC,House,House,Commercial Zone,80.0,500.0,4th quarter 2018,Not yet,
15267,"Pre-owned Condominiums, etc.",,13116,Toshima Ward,Kamiikebukuro,Ikebukuro,10,20000000,2DK,35.0,0.57,,1990,SRC,House,House,Commercial Zone,80.0,400.0,3rd quarter 2018,Done,
15268,"Pre-owned Condominiums, etc.",,13116,Toshima Ward,Kamiikebukuro,Ikebukuro,12,23000000,1K,20.0,1.15,,2000,RC,,,Commercial Zone,80.0,500.0,3rd quarter 2018,Not yet,
15269,"Pre-owned Condominiums, etc.",,13116,Toshima Ward,Kamiikebukuro,Ikebukuro,11,16000000,1K,20.0,0.8,,1999,RC,,House,Commercial Zone,80.0,500.0,2nd quarter 2018,Not yet,
15270,"Pre-owned Condominiums, etc.",,13116,Toshima Ward,Kamiikebukuro,Ikebukuro,12,12000000,1K,25.0,0.48,,1986,SRC,House,House,Commercial Zone,80.0,500.0,2nd quarter 2018,,
15271,"Pre-owned Condominiums, etc.",,13116,Toshima Ward,Kamiikebukuro,Ikebukuro,11,41000000,3LDK,70.0,0.59,,2003,SRC,House,House,Commercial Zone,80.0,500.0,2nd quarter 2018,Not yet,
15272,"Pre-owned Condominiums, etc.",,13116,Toshima Ward,Kamiikebukuro,Ikebukuro,11,50000000,3LDK,75.0,0.67,,2003,SRC,House,House,Commercial Zone,80.0,500.0,2nd quarter 2018,Not yet,
15273,"Pre-owned Condominiums, etc.",,13116,Toshima Ward,Kamiikebukuro,Ikebukuro,10,65000000,3LDK,65.0,1.0,,2013,RC,House,House,Commercial Zone,80.0,500.0,2nd quarter 2018,Not yet,
15274,"Pre-owned Condominiums, etc.",,13116,Toshima Ward,Kamiikebukuro,Ikebukuro,12,39000000,1DK,45.0,0.87,,1986,SRC,House,House,Commercial Zone,80.0,500.0,1st quarter 2018,Done,
15275,"Pre-owned Condominiums, etc.",,13116,Toshima Ward,Kamiikebukuro,Ikebukuro,14,37000000,2LDK,45.0,0.82,,1988,SRC,House,House,Commercial Zone,80.0,500.0,1st quarter 2018,Done,
15276,"Pre-owned Condominiums, etc.",,13116,Toshima Ward,Kamiikebukuro,Ikebukuro,13,7800000,1K,10.0,0.78,,,RC,,House,Category I Exclusively Medium-high Residential Zone,60.0,300.0,1st quarter 2018,,
15277,"Pre-owned Condominiums, etc.",,13116,Toshima Ward,Kamiikebukuro,Itabashi,6,55000000,3LDK,70.0,0.79,,2005,RC,House,House,Quasi-industrial Zone,60.0,300.0,4th quarter 2018,Not yet,
15279,"Pre-owned Condominiums, etc.",,13116,Toshima Ward,Kamiikebukuro,Otsuka (Tokyo),12,63000000,3LDK,80.0,0.79,,2006,RC,House,House,Category I Exclusively Medium-high Residential Zone,60.0,300.0,4th quarter 2018,Not yet,
15280,"Pre-owned Condominiums, etc.",,13116,Toshima Ward,Kamiikebukuro,Otsuka (Tokyo),8,53000000,3LDK,70.0,0.76,,2008,RC,House,House,Category I Exclusively Medium-high Residential Zone,60.0,300.0,4th quarter 2018,Not yet,
15282,Residential Land(Land and Building),Residential Area,13116,Toshima Ward,Kamiikebukuro,Otsuka (Tokyo),12,46000000,,55.0,0.84,&quot;Flag-shaped&quot; etc.,2005,W,House,House,Category I Exclusively Medium-high Residential Zone,60.0,300.0,1st quarter 2018,,
15283,"Pre-owned Condominiums, etc.",,13116,Toshima Ward,Kamiikebukuro,Otsuka (Tokyo),12,100000000,4LDK,75.0,1.33,,2006,RC,House,House,Category I Exclusively Medium-high Residential Zone,60.0,300.0,1st quarter 2018,Not yet,
15284,"Pre-owned Condominiums, etc.",,13116,Toshima Ward,Kamiikebukuro,Otsuka (Tokyo),12,49000000,2LDK,65.0,0.75,,2006,RC,House,House,Category I Exclusively Medium-high Residential Zone,60.0,300.0,1st quarter 2018,Not yet,
15287,"Pre-owned Condominiums, etc.",,13116,Toshima Ward,Kamiikebukuro,Kitaikebukuro,8,27000000,1LDK,30.0,0.9,,2007,RC,House,House,Commercial Zone,80.0,500.0,4th quarter 2018,Done,
15288,"Pre-owned Condominiums, etc.",,13116,Toshima Ward,Kamiikebukuro,Kitaikebukuro,8,23000000,,20.0,1.15,,2009,RC,,House,Commercial Zone,80.0,500.0,4th quarter 2018,,
15289,"Pre-owned Condominiums, etc.",,13116,Toshima Ward,Kamiikebukuro,Kitaikebukuro,5,22000000,1K,20.0,1.1,,2009,RC,House,House,Category I Exclusively Medium-high Residential Zone,60.0,300.0,4th quarter 2018,Not yet,
15290,"Pre-owned Condominiums, etc.",,13116,Toshima Ward,Kamiikebukuro,Kitaikebukuro,8,23000000,1K,20.0,1.15,,2012,RC,,Other,Commercial Zone,80.0,500.0,4th quarter 2018,Not yet,
15291,"Pre-owned Condominiums, etc.",,13116,Toshima Ward,Kamiikebukuro,Kitaikebukuro,7,12000000,1DK,30.0,0.4,,,,,House,Commercial Zone,80.0,500.0,4th quarter 2018,,
15292,"Pre-owned Condominiums, etc.",,13116,Toshima Ward,Kamiikebukuro,Kitaikebukuro,8,23000000,1K,20.0,1.15,,2012,RC,House,,Commercial Zone,80.0,500.0,4th quarter 2018,Done,
15293,"Pre-owned Condominiums, etc.",,13116,Toshima Ward,Kamiikebukuro,Kitaikebukuro,8,37000000,2LDK,50.0,0.74,,1999,SRC,House,House,Category I Exclusively Medium-high Residential Zone,60.0,300.0,4th quarter 2018,Not yet,
15296,"Pre-owned Condominiums, etc.",,13116,Toshima Ward,Kamiikebukuro,Kitaikebukuro,8,24000000,1K,20.0,1.2,,2007,RC,House,House,Commercial Zone,80.0,500.0,3rd quarter 2018,Not yet,
15297,"Pre-owned Condominiums, etc.",,13116,Toshima Ward,Kamiikebukuro,Kitaikebukuro,5,20000000,1K,20.0,1.0,,2008,RC,House,House,Category I Exclusively Medium-high Residential Zone,60.0,300.0,3rd quarter 2018,,
15298,"Pre-owned Condominiums, etc.",,13116,Toshima Ward,Kamiikebukuro,Kitaikebukuro,7,22000000,1K,20.0,1.1,,2009,RC,House,House,Category I Residential Zone,60.0,300.0,3rd quarter 2018,Not yet,
15299,"Pre-owned Condominiums, etc.",,13116,Toshima Ward,Kamiikebukuro,Kitaikebukuro,8,22000000,1K,20.0,1.1,,2007,RC,House,House,Commercial Zone,80.0,500.0,3rd quarter 2018,Done,
15300,"Pre-owned Condominiums, etc.",,13116,Toshima Ward,Kamiikebukuro,Kitaikebukuro,9,35000000,2LDK,85.0,0.41,,1991,RC,House,House,Commercial Zone,80.0,500.0,3rd quarter 2018,Not yet,
15301,"Pre-owned Condominiums, etc.",,13116,Toshima Ward,Kamiikebukuro,Kitaikebukuro,8,31000000,1DK,35.0,0.89,,2009,RC,House,House,Commercial Zone,80.0,500.0,3rd quarter 2018,Done,
15302,"Pre-owned Condominiums, etc.",,13116,Toshima Ward,Kamiikebukuro,Kitaikebukuro,9,45000000,2LDK+S,70.0,0.64,,1997,SRC,House,House,Commercial Zone,80.0,500.0,3rd quarter 2018,Done,
15303,"Pre-owned Condominiums, etc.",,13116,Toshima Ward,Kamiikebukuro,Kitaikebukuro,7,12000000,1K,20.0,0.6,,1989,RC,House,House,Neighborhood Commercial Zone,80.0,400.0,3rd quarter 2018,Not yet,
15304,"Pre-owned Condominiums, etc.",,13116,Toshima Ward,Kamiikebukuro,Kitaikebukuro,6,19000000,1K,20.0,0.95,,2004,RC,House,House,Category I Residential Zone,60.0,300.0,3rd quarter 2018,Not yet,
15305,"Pre-owned Condominiums, etc.",,13116,Toshima Ward,Kamiikebukuro,Kitaikebukuro,6,21000000,1K,20.0,1.05,,2004,RC,House,,Category I Residential Zone,60.0,300.0,3rd quarter 2018,Not yet,
15306,"Pre-owned Condominiums, etc.",,13116,Toshima Ward,Kamiikebukuro,Kitaikebukuro,6,20000000,1K,20.0,1.0,,2009,RC,House,House,Category I Residential Zone,60.0,300.0,3rd quarter 2018,Not yet,
15307,"Pre-owned Condominiums, etc.",,13116,Toshima Ward,Kamiikebukuro,Kitaikebukuro,9,31000000,1LDK,40.0,0.78,,,,House,House,Commercial Zone,80.0,500.0,3rd quarter 2018,Done,
15308,Residential Land(Land and Building),Residential Area,13116,Toshima Ward,Kamiikebukuro,Kitaikebukuro,4,60000000,,75.0,0.8,Semi-square Shaped,2002,W,House,House,Quasi-industrial Zone,60.0,300.0,2nd quarter 2018,,
15309,"Pre-owned Condominiums, etc.",,13116,Toshima Ward,Kamiikebukuro,Kitaikebukuro,1,14000000,1LDK,20.0,0.7,,2002,RC,,House,Neighborhood Commercial Zone,80.0,400.0,2nd quarter 2018,Not yet,
15310,"Pre-owned Condominiums, etc.",,13116,Toshima Ward,Kamiikebukuro,Kitaikebukuro,8,34000000,1DK,35.0,0.97,,2009,RC,,House,Commercial Zone,80.0,500.0,2nd quarter 2018,Not yet,
15311,"Pre-owned Condominiums, etc.",,13116,Toshima Ward,Kamiikebukuro,Kitaikebukuro,9,37000000,3DK,60.0,0.62,,1997,SRC,House,House,Commercial Zone,80.0,500.0,2nd quarter 2018,Done,
15312,"Pre-owned Condominiums, etc.",,13116,Toshima Ward,Kamiikebukuro,Kitaikebukuro,8,48000000,2LDK,65.0,0.74,,2005,RC,,House,Commercial Zone,80.0,500.0,2nd quarter 2018,Done,
15313,"Pre-owned Condominiums, etc.",,13116,Toshima Ward,Kamiikebukuro,Kitaikebukuro,8,25000000,1LDK,35.0,0.71,,1999,SRC,House,Other,Commercial Zone,80.0,500.0,2nd quarter 2018,Not yet,
15314,"Pre-owned Condominiums, etc.",,13116,Toshima Ward,Kamiikebukuro,Kitaikebukuro,7,44000000,3LDK,65.0,0.68,,2002,RC,House,House,Category I Residential Zone,60.0,300.0,2nd quarter 2018,Not yet,
15315,"Pre-owned Condominiums, etc.",,13116,Toshima Ward,Kamiikebukuro,Kitaikebukuro,6,21000000,1K,20.0,1.05,,2004,RC,,House,Category I Residential Zone,60.0,300.0,2nd quarter 2018,,
15316,"Pre-owned Condominiums, etc.",,13116,Toshima Ward,Kamiikebukuro,Kitaikebukuro,1,27000000,1LDK,35.0,0.77,,2002,RC,,,Neighborhood Commercial Zone,80.0,400.0,2nd quarter 2018,,
15317,"Pre-owned Condominiums, etc.",,13116,Toshima Ward,Kamiikebukuro,Kitaikebukuro,8,24000000,1DK,35.0,0.69,,2009,RC,,,Commercial Zone,80.0,500.0,2nd quarter 2018,,
15318,Residential Land(Land and Building),Residential Area,13116,Toshima Ward,Kamiikebukuro,Kitaikebukuro,5,26000000,,60.0,0.43,Semi-shaped,1988,W,House,House,Category I Residential Zone,60.0,300.0,1st quarter 2018,,
15319,"Pre-owned Condominiums, etc.",,13116,Toshima Ward,Kamiikebukuro,Kitaikebukuro,8,45000000,3LDK,60.0,0.75,,1999,SRC,,House,Commercial Zone,80.0,500.0,1st quarter 2018,,
15320,"Pre-owned Condominiums, etc.",,13116,Toshima Ward,Kamiikebukuro,Kitaikebukuro,8,19000000,1K,20.0,0.95,,2007,RC,House,House,Commercial Zone,80.0,500.0,1st quarter 2018,,
15321,"Pre-owned Condominiums, etc.",,13116,Toshima Ward,Kamiikebukuro,Kitaikebukuro,9,38000000,2LDK,55.0,0.69,,1997,SRC,House,House,Commercial Zone,80.0,500.0,1st quarter 2018,Done,
15322,"Pre-owned Condominiums, etc.",,13116,Toshima Ward,Kamiikebukuro,Kitaikebukuro,8,21000000,1K,20.0,1.05,,2007,RC,,House,Commercial Zone,80.0,500.0,1st quarter 2018,Not yet,
